4 CIM,,,,,,,,,6 CIM,,,,,,,,,4 CIM + 2 MINI,,,,,,,,,8 775PRO 80%,,,,,,,,,6 775PRO 80%,,,,,,,,,6 775PRO 100%,,,,,,,,,6 MINICIM,,,,,,,,,4 MINICIM,,,,,,,,,4 MINI + 2 CIM,,,,,,,,,2 MINI + 2 CIM,,,,,,,,,2 CIM,,,,,,,
MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULE,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES
1978.938,4883,60,3.618599602,60.6,15.15,11.4,11.45481804,,1889.282,4531,76,3.678249927,71,11.83333333,11,16.137022,,1901.091,4608,70,3.531429725,85.6,14.26666667,10.9,18.49471888,,2252.728,5993,74,3.430531732,66.5,8.3125,11.4,16.3529751,,2015.706,4588,68,3.38005766,72.1,12.01666667,11,15.9555858,,2018.992,5116,83,3.882496024,108.2,18.03333333,10.8,24.98147568,,2013.43,5123,80,4.048787894,75.3,12.55,11,16.3663797,,2032.944,4601,76,3.73225949,53.7,13.425,11.2,12.24712272,,2012.459,4979,76,3.879728419,68.7,11.45,11.2,15.07256016,,2013.382,4544,70,3.552758463,64.7,16.175,11.4,14.53253874,,2400.532,4301,49,3.072485578,53.4,26.7,11.2,9.53817984
2002.122,4971,88,3.795721187,57.9,14.475,11.4,15.30283104,,1908.788,4604,73,3.742438224,71,11.83333333,11,15.234186,,1922.53,4684,76,3.544941462,85.6,14.26666667,10.9,20.00344456,,2292.679,6143,150,3.754599384,65.1,8.1375,11.3,29.38915413,,2034.022,4650,62,3.385018563,66.8,11.13333333,11,13.4585968,,2038.371,5193,77,3.973373239,108.2,18.03333333,10.5,22.0164819,,2033.565,5204,81,4.022845791,75.3,12.55,11,16.6778205,,2051.931,4670,69,3.634065413,53.7,13.425,11.3,11.52150147,,2035.87,5065,86,3.673486822,66.2,11.03333333,11.2,17.35785184,,2033.511,4617,73,3.626608376,64.7,16.175,11.4,14.84674782,,2417.753,4351,50,2.903431856,53.4,26.7,11.2,10.29953568
2019.315,5033,62,3.606118769,57.9,14.475,11.5,11.44795905,,1929.931,4683,79,3.73646124,69.1,11.51666667,10.9,15.92469617,,1940.888,4754,70,3.813051531,85,14.16666667,10.9,17.008687,,2310.73,6213,70,3.877901501,65.1,8.1375,11.3,13.27885713,,2056.747,4727,77,3.388338834,66.8,11.13333333,11.2,17.001936,,2058.054,5271,78,3.962810547,108.2,18.03333333,10.5,22.3618563,,2055.507,5285,81,3.691550451,74.5,12.41666667,11.1,18.1449369,,2075.165,4750,80,3.44322975,53.6,13.4,11.2,13.94783488,,2100.661,5325,260,4.012903027,65.7,10.95,11.2,47.67580944,,2053.117,4687,70,3.570335612,61.2,15.3,11.3,13.55872536,,2441.367,4420,69,2.921995426,52.4,26.2,11.2,13.85858432
2038.716,5106,73,3.762692645,57.9,14.475,11.5,12.91815585,,1948.948,4756,73,3.838670663,69.1,11.51666667,11,14.4548217,,1960.892,4826,72,3.599280144,83.3,13.88333333,10.9,18.16303188,,2330.458,6288,75,3.801703163,65.1,8.1375,11.3,14.51250864,,2074.243,4787,60,3.429355281,66.8,11.13333333,11.2,13.08980736,,2077.962,5352,81,4.068716094,109.4,18.23333333,10.7,23.30390664,,2134.098,5611,326,4.148057666,70.3,11.71666667,11.1,61.32691503,,2152.78,5047,297,3.826579914,51.9,12.975,11.3,45.51886905,,2115.798,5385,60,3.963797318,65,10.83333333,11.3,11.1181265,,2074.038,4763,76,3.632713541,61.2,15.3,11.2,14.34009024,,2461.128,4481,61,3.086888315,52.4,26.2,11.2,11.59733568
2059.243,5183,77,3.751157013,57.3,14.325,11.5,13.52626665,,1969.147,4830,74,3.6635477,69.1,11.51666667,11.1,15.49283499,,1981.421,4900,74,3.604656827,83.3,13.88333333,11,18.8107227,,2350.363,6362,74,3.71765888,65.1,8.1375,11.4,14.7722967,,2096.015,4859,72,3.306999816,66.8,11.13333333,11.1,16.14350256,,2100.65,5438,86,3.790550071,109.4,18.23333333,10.7,26.55811904,,2153.514,5691,80,4.120313144,70.3,11.71666667,11.1,15.15088728,,2172.857,5123,76,3.785426109,51.9,12.975,11.3,11.77455819,,2133.78,5455,70,3.892781671,65,10.83333333,11.3,13.207779,,2096.217,4840,77,3.471752559,61,15.25,11.2,15.1526928,,2482.656,4545,64,2.972872538,52.4,26.2,11.2,12.63435264
2078.51,5255,72,3.736959568,57.3,14.325,11.5,12.69598965,,1990.574,4910,80,3.733607131,67.1,11.18333333,11,15.8152687,,2000.768,4973,73,3.773194811,80.9,13.48333333,11,17.2168953,,2370.465,6437,75,3.730972043,63.8,7.975,11.2,14.36408512,,2177.637,5140,281,3.442699272,64.7,10.78333333,11,58.0903774,,2178.335,5762,324,4.170689322,101,16.83333333,10.7,83.9541795,,2174.247,5776,85,4.099744369,68.2,11.36666667,11.2,15.83669472,,2192.159,5195,72,3.730183401,51.9,12.975,11.3,11.32004394,,2153.226,5533,78,4.011107683,63.7,10.61666667,11.4,14.12129628,,2173.858,5128,288,3.709380353,59,14.75,11.4,52.2213366,,2501.396,4603,58,3.094983991,52.4,26.2,11.2,10.9981312
2100.088,5337,82,3.800166837,57.3,14.325,11.6,14.34246504,,2009.173,4981,71,3.817409538,67.1,11.18333333,11,13.7279219,,2024.917,5061,88,3.644043232,80.9,13.48333333,11,21.4901951,,2393.454,6522,85,3.697420505,63.8,7.975,11.2,16.42701984,,2194.412,5196,56,3.338301043,64.7,10.78333333,11.1,12.04730175,,2197.828,5841,79,4.05273688,105.7,17.61666667,10.8,22.25242908,,2194.905,5860,84,4.066221319,68.2,11.36666667,11.2,15.77940672,,2212.082,5271,76,3.814686543,50.9,12.725,11.4,11.56051998,,2173.41,5613,80,3.963535474,63.7,10.61666667,11.4,14.65721712,,2195.095,5203,75,3.531572256,59,14.75,11.4,14.2840062,,2521.608,4664,61,3.018009104,52.5,26.25,11.2,11.884656
2118.912,5408,71,3.771780705,55.5,13.875,11.6,12.1188912,,2032.285,5067,86,3.72101073,67.1,11.18333333,11.1,17.21404872,,2040.388,5119,58,3.748949648,80.9,13.48333333,11,13.7676429,,2410.293,6584,62,3.681928856,63.8,7.975,11.2,12.03247584,,2214.45,5266,70,3.493362611,64.7,10.78333333,11,14.2610446,,2217.524,5922,81,4.112510154,105.7,17.61666667,10.7,22.27597904,,2213.747,5939,79,4.192760853,68.2,11.36666667,11.1,14.26377084,,2231.952,5347,76,3.8248616,50.9,12.725,11.3,11.4286279,,2197.721,5709,96,3.948829748,63.7,10.61666667,11.3,17.49930091,,2213.554,5271,68,3.683839861,59,14.75,11.4,12.4155234,,2541.657,4725,61,3.042545763,52.5,26.25,11.2,11.788812
2139.938,5487,79,3.757252925,55.5,13.875,11.5,13.4198445,,2064.167,5185,118,3.701147983,66.6,11.1,11.2,23.78142144,,2060.907,5195,76,3.703884205,80.9,13.48333333,11,18.2598581,,2430.877,6661,77,3.74076953,62.8,7.85,11.4,14.73649728,,2234.125,5334,68,3.456162643,64.6,10.76666667,11,13.981055,,2237.949,6006,84,4.112607099,105.1,17.51666667,10.7,22.96934225,,2233.982,6022,83,4.101803805,68.2,11.36666667,11.1,15.3182997,,2252.28,5424,77,3.787878788,50.7,12.675,11.3,11.64611448,,2213.17,5769,60,3.883746521,63.7,10.61666667,11.4,11.21875482,,2233.952,5346,75,3.676831062,58.5,14.625,11.4,13.6034262,,2562.808,4791,66,3.120419838,50.8,25.4,11.2,12.03407296
2160.188,5563,76,3.75308642,55.5,13.875,11.5,12.9245625,,2070.071,5211,26,4.403794038,66.6,11.1,11.1,4.36459104,,2081.719,5272,77,3.699788584,79.2,13.2,11,18.1314144,,2450.608,6735,74,3.750443465,62.8,7.85,11.4,14.12581752,,2254.885,5406,72,3.468208092,64.6,10.76666667,11,14.752056,,2258.855,6096,90,4.304984215,105.1,17.51666667,10.7,23.51026042,,2254.535,6107,85,4.135649297,67,11.16666667,11.2,15.4229712,,2272.812,5503,79,3.847652445,50.7,12.675,11.4,11.86708536,,2232.859,5850,81,4.113972269,63.6,10.6,11.2,14.02486848,,2253.523,5418,72,3.678912677,58.3,14.575,11.2,12.77908016,,2581.415,4849,58,3.117106465,50.8,25.4,11.2,10.58663872
2178.909,5635,72,3.8459484,55.5,13.875,11.5,11.94867825,,2089.181,5284,73,3.819989534,66.6,11.1,11.1,14.1272586,,2101.214,5343,71,3.641959477,79.2,13.2,11,16.984044,,2470.451,6810,75,3.779670413,62.8,7.85,11.4,14.20600056,,2274.374,5475,69,3.54045872,64.6,10.76666667,11.1,13.97478234,,2277.706,6172,76,4.03161636,105.1,17.51666667,10.7,21.19926907,,2274.319,6188,81,4.09421755,67,11.16666667,11.2,14.8459136,,2292.458,5579,76,3.868471954,50.7,12.675,11.4,11.35499508,,2252.735,5930,80,4.024954719,63.6,10.6,11.4,14.41089504,,2274.118,5495,77,3.738771546,58.3,14.575,11.4,13.6878489,,2602.361,4913,64,3.055475986,50.8,25.4,11.2,11.91743616
2199.26,5713,78,3.832735492,53.7,13.425,11.5,12.56776005,,2109.144,5360,76,3.80704303,66.6,11.1,11.1,14.75784738,,2127.021,5441,98,3.797419305,77.9,12.98333333,11.1,22.31505483,,2490.592,6884,74,3.674097612,62.4,7.8,11.4,14.32750176,,2294.62,5545,70,3.457473081,63.4,10.56666667,11.1,14.24792004,,2297.753,6257,85,4.240035916,105.1,17.51666667,10.9,22.96564273,,2297.18,6284,96,4.19929137,64.6,10.76666667,11.2,16.54039072,,2313.891,5662,83,3.87253301,50.7,12.675,11.4,12.38784534,,2273.083,6011,81,3.980735207,63.6,10.6,11.4,14.75311392,,2293.595,5568,73,3.748010474,56.9,14.225,11.3,12.52312669,,2621.555,4973,60,3.125976868,50.8,25.4,11.3,11.01812376
2218.088,5784,71,3.770979392,53.7,13.425,11.6,11.72833776,,2130.411,5441,81,3.808717732,64.6,10.76666667,11.2,15.38709984,,2140.719,5493,52,3.796174624,77.9,12.98333333,11.1,11.84452362,,2511.173,6960,76,3.692726301,62.4,7.8,11.4,14.64050016,,2314.405,5615,70,3.538033864,63.4,10.56666667,11.2,14.0489328,,2317.116,6340,83,4.286525848,98.3,16.38333333,10.9,20.74687361,,2313.692,6353,69,4.17877907,64.6,10.76666667,11.2,11.94676224,,2331.951,5732,70,3.875968992,48.6,12.15,11.4,10.0059624,,2299.049,6117,106,4.082261419,61.3,10.21666667,11.2,17.82721696,,2313.979,5643,75,3.679356358,56.9,14.225,11.4,13.22228544,,2643.907,5040,67,2.997494631,49.6,24.8,11.3,12.52784896
2238.951,5863,79,3.78660787,54.2,13.55,11.6,13.11698536,,2148.875,5510,69,3.737001733,64.6,10.76666667,11.2,13.35907328,,2160.9,5569,76,3.765918438,77.9,12.98333333,11.1,17.45030889,,2530.518,7032,72,3.721891962,62.4,7.8,11.4,13.7612592,,2334.49,5685,70,3.485187951,63.4,10.56666667,11.1,14.1346179,,2338.115,6428,88,4.190675746,98.3,16.38333333,10.9,22.49979853,,2333.916,6439,86,4.252373418,64.6,10.76666667,11.2,14.63246848,,2351.89,5811,79,3.962084357,48.6,12.15,11.4,11.04700356,,2313.057,6174,57,4.06910337,61.3,10.21666667,11.4,9.78907056,,2334.483,5722,79,3.85290675,56.9,14.225,11.4,13.30012464,,2662.549,5100,60,3.218538783,49.6,24.8,11.2,10.35600384
2258.36,5937,74,3.812664228,54.2,13.55,11.6,12.20282648,,2169.684,5589,79,3.796434235,63.3,10.55,11.1,14.62102767,,2181.119,5644,75,3.709382264,77.9,12.98333333,11.1,17.48316711,,2550.296,7106,74,3.741530994,64.3,8.0375,11.3,14.37049702,,2355.266,5758,73,3.513669619,60.4,10.06666667,11.1,13.92906144,,2357.298,6509,81,4.222488662,98.3,16.38333333,10.7,20.17687123,,2357.975,6536,97,4.031755268,64.6,10.76666667,11.2,17.40716768,,2372.352,5889,78,3.811944091,47.3,11.825,11.4,11.03351964,,2332.508,6252,78,4.010076603,61.3,10.21666667,11.4,13.59274782,,2353.457,5793,71,3.741962686,56.9,14.225,11.4,12.30767484,,2682.506,5163,63,3.156787092,49.1,24.55,11.2,10.97475344
2282.169,6029,92,3.86408501,54.2,13.55,11.6,14.96919448,,2189.437,5665,76,3.847516833,63.3,10.55,11.1,13.87905039,,2201.555,5721,77,3.767860638,76.2,12.7,11.1,17.28517752,,2570.365,7181,75,3.737106981,64.3,8.0375,11.4,14.71097838,,2375.09,5827,69,3.48062954,60.4,10.06666667,11.1,13.29080256,,2377.522,6594,85,4.202927215,99.8,16.63333333,10.6,21.39456512,,2374.066,6606,70,4.350257908,66.1,11.01666667,11.2,11.91248912,,2393.763,5972,83,3.876512073,47.3,11.825,11.4,11.54523942,,2353.007,6334,82,4.000195131,60,10,11.4,14.021316,,2373.91,5868,75,3.666943725,54.6,13.65,11.4,12.73076532,,2702.426,5226,63,3.162650602,48.8,24.4,11.3,10.9846848
2299.19,6094,65,3.818812056,54.2,13.55,11.7,10.79369694,,2209.124,5742,77,3.911210443,63.3,10.55,11.1,13.83267681,,2220.841,5795,74,3.836980193,76.2,12.7,11.1,16.31248452,,2591.014,7259,78,3.777422635,64.3,8.0375,11.4,15.13612998,,2394.972,5899,72,3.62136606,60.4,10.06666667,11.1,13.32968808,,2398.492,6681,87,4.148783977,97,16.16666667,10.9,22.171581,,2399.534,6711,105,4.122820795,66.1,11.01666667,11.2,18.85446976,,2412.164,6044,72,3.912830824,47.3,11.825,11.4,9.92218722,,2373.402,6419,85,4.167688159,60,10,11.4,13.95018,,2397.782,5960,92,3.853887399,54.6,13.65,11.4,14.85888768,,2723.908,5294,68,3.165440834,48.8,24.4,11.2,11.74120192
2319.888,6176,82,3.961735433,52.5,13.125,11.7,12.7137465,,2229.526,5820,78,3.823154593,63.3,10.55,11.2,14.46420192,,2240.816,5869,74,3.704630788,76.2,12.7,11.2,17.047464,,2613.784,7344,85,3.732981994,65,8.125,11.4,16.87257,,2414.688,5967,68,3.448975451,60.6,10.1,11.3,13.50112248,,2423.114,6787,106,4.305093006,97,16.16666667,10.8,25.7940072,,2414.776,6776,65,4.264532214,66.1,11.01666667,11.2,11.28395744,,2432.048,6124,80,4.023335345,47.3,11.825,11.4,10.72185048,,2392.682,6497,78,4.045643154,60,10,11.4,13.18752,,2413.35,6018,58,3.725590956,53.4,13.35,11.4,9.47717568,,2742.417,5350,56,3.025555135,48.8,24.4,11.4,10.29692688
2338.456,6247,71,3.823782852,52.5,13.125,11.7,11.405394,,2248.876,5898,78,4.031007752,61.7,10.28333333,11.2,13.371624,,2261.131,5947,78,3.839527443,74.3,12.38333333,11.2,16.9053304,,2630.967,7408,64,3.724611535,63.3,7.9125,11.4,12.39959646,,2434.447,6039,72,3.643909105,58.8,9.8,11.2,13.01248704,,2437.888,6848,61,4.128875051,93.9,15.65,10.8,14.98260888,,2433.968,6857,81,4.220508545,63.7,10.61666667,11.2,13.69234048,,2452.103,6202,78,3.889304413,46.2,11.55,11.4,10.5625674,,2412.976,6580,83,4.089878782,59.7,9.95,11.4,13.81169052,,2433.501,6094,76,3.771524986,53.4,13.35,11.4,12.26712276,,2762.231,5415,65,3.280508731,47.7,23.85,11.4,10.77445692
2360.545,6331,84,3.802797773,52.5,13.125,11.7,13.56816825,,2268.788,5974,76,3.816793893,61.7,10.28333333,11.2,13.75998848,,2281.13,6023,76,3.80019001,74.3,12.38333333,11.2,16.64236784,,2650.492,7483,75,3.841229193,63.3,7.9125,11.2,13.842444,,2454.333,6110,71,3.570351001,58.8,9.8,11.2,13.09612416,,2457.201,6930,82,4.245844768,93.9,15.65,10.9,19.76704863,,2454.06,6942,85,4.230539518,63.7,10.61666667,11.2,14.33443648,,2472.42,6282,80,3.937589211,46.2,11.55,11.4,10.70055756,,2432.686,6663,83,4.211060375,59.8,9.966666667,11.4,13.4367012,,2453.713,6173,79,3.908569167,53.4,13.35,11.4,12.30425712,,2782.268,5479,64,3.194090932,47.7,23.85,11.4,10.89571986
2379.478,6406,75,3.961337347,52.5,13.125,11.7,11.62959525,,2289.165,6053,79,3.876920057,59.3,9.883333333,11.2,13.53358832,,2301.109,6099,76,3.803994194,74.3,12.38333333,11.2,16.62572464,,2671.175,7560,77,3.722864188,61.6,7.7,11.2,14.26961536,,2474.751,6183,73,3.575276717,58.8,9.8,11.2,13.44647808,,2477.65,7018,88,4.303388919,93.9,15.65,10.9,20.92975599,,2474.245,7028,86,4.260589547,63.7,10.61666667,11.2,14.4007864,,2492.426,6362,80,3.99880036,46.2,11.55,11.4,10.53676008,,2452.83,6745,82,4.070691025,59.8,9.966666667,11.4,13.73256768,,2473.684,6248,75,3.755445396,53.4,13.35,11.4,12.15754596,,2801.901,5542,63,3.208883003,47.7,23.85,11.4,10.67603274
2400.106,6487,81,3.926701571,50.7,12.675,11.7,12.23632332,,2308.95,6130,77,3.89183725,59.3,9.883333333,11.3,13.25773065,,2321.226,6177,78,3.877317692,74.3,12.38333333,11.2,16.74056272,,2690.641,7634,74,3.801500051,61.6,7.7,11.2,13.42998272,,2494.174,6253,70,3.603974669,57.5,9.583333333,11.2,12.508412,,2497.314,7103,85,4.322620016,93.9,15.65,10.9,20.12630064,,2495.35,7118,90,4.264392324,62.5,10.41666667,11.2,14.7735,,2512.001,6440,78,3.98467433,45.3,11.325,11.4,10.1089215,,2473.296,6831,86,4.202091273,59.8,9.966666667,11.4,13.95208152,,2500.451,6351,103,3.848021818,53.5,13.375,11.4,16.3251933,,2821.675,5606,64,3.236573278,47,23.5,11.4,10.5949092
2418.788,6559,72,3.85397709,50.2,12.55,11.7,10.97268588,,2329.199,6210,80,3.950812386,59.3,9.883333333,11.2,13.44857584,,2340.667,6252,75,3.857826244,73.1,12.18333333,11.2,15.91673552,,2715.34,7726,92,3.72484716,61.6,7.7,11.4,17.34462576,,2513.804,6324,71,3.616912888,57.5,9.583333333,11.2,12.64172,,2517.127,7187,84,4.23964064,93.9,15.65,10.9,20.27880363,,2513.647,7197,79,4.317647702,62.5,10.41666667,11.2,12.8079,,2532.474,6521,81,3.956430421,44.4,11.1,11.5,10.4535138,,2492.746,6912,81,4.164524422,57.3,9.55,11.5,12.8165775,,2513.416,6400,49,3.779406093,53.5,13.375,11.4,7.9073535,,2841.803,5667,61,3.030604134,46,23,11.4,10.5551232
2439.379,6640,81,3.933757467,50.2,12.55,11.7,12.09391794,,2348.945,6287,77,3.899523954,59.3,9.883333333,11.2,13.11450336,,2360.964,6329,77,3.793664088,73.1,12.18333333,11.2,16.61755984,,2731.523,7788,62,3.831180869,61.6,7.7,11.3,11.26466264,,2534.602,6398,74,3.558034426,57.5,9.583333333,11.3,13.5135005,,2537.082,7274,87,4.359809572,93.9,15.65,10.9,20.42414205,,2533.741,7282,85,4.230118443,62.5,10.41666667,11.2,14.0658,,2553.025,6603,82,3.990073476,44.4,11.1,11.4,10.40209416,,2512.91,6994,82,4.066653442,57.3,9.55,11.5,13.2870678,,2534.846,6483,83,3.873075128,52.8,13.2,11.4,12.8991456,,2862.784,5738,71,3.384014108,46,23,11.4,11.0024364
2459.924,6720,80,3.893891458,50.2,12.55,11.7,12.0669003,,2369.449,6366,79,3.85290675,57.9,9.65,11.2,13.29643392,,2381.185,6407,78,3.857375995,71.2,11.86666667,11.2,16.12503424,,2752.008,7862,74,3.612399317,61.8,7.725,11.1,14.0523003,,2554.659,6469,71,3.539911253,53.5,8.916666667,11.3,12.12545935,,2558.815,7368,94,4.325219712,93.9,15.65,10.8,22.03986996,,2553.772,7368,86,4.293345315,60.9,10.15,11.2,13.66274448,,2573.917,6686,83,3.97281256,44.8,11.2,11.4,10.66996224,,2533.515,7080,86,4.173744237,57.3,9.55,11.5,13.57766475,,2558.211,6573,90,3.851915258,51.4,12.85,11.4,13.6909554,,2882.21,5798,60,3.088644085,46,23,11.4,10.1869944
2482.239,6807,87,3.898722832,48.9,12.225,11.8,12.8762013,,2388.762,6443,77,3.986951794,57.9,9.65,11.2,12.52409424,,2401.17,6484,77,3.852889667,71.2,11.86666667,11.2,15.9368384,,2770.652,7934,72,3.861832225,61.8,7.725,11.2,12.90463104,,2574.316,6539,70,3.561072392,53.5,8.916666667,11.2,11.7784744,,2577.8,7449,81,4.266526205,89.1,14.85,10.8,18.2688858,,2575.455,7462,94,4.33519347,60.9,10.15,11.2,14.78954064,,2596.452,6777,91,4.038162858,44.8,11.2,11.4,11.5090752,,2553.096,7164,84,4.289872836,54.7,9.116666667,11.5,12.31742805,,2574.24,6635,62,3.867989269,51.4,12.85,11.4,9.39235284,,2901.474,5861,63,3.270348837,45.6,22.8,11.4,10.01419776
2499.388,6878,71,4.140183101,48.9,12.225,11.8,9.89531598,,2408.757,6522,79,3.950987747,57.9,9.65,11.2,12.9663576,,2420.591,6559,75,3.861799083,71.2,11.86666667,11.2,15.48708224,,2794.606,8025,91,3.798947984,61.8,7.725,11.3,16.72803636,,2594.485,6611,72,3.569834895,53.5,8.916666667,11.2,12.0852648,,2596.993,7535,86,4.480800292,89.1,14.85,10.8,18.46904004,,2594.091,7541,79,4.239107105,60.9,10.15,11.2,12.71124288,,2612.345,6840,63,3.964009312,44.8,11.2,11.4,8.11687296,,2573.304,7246,82,4.057798892,54.7,9.116666667,11.5,12.7118424,,2603.45,6749,114,3.902773023,51.4,12.85,11.4,17.1158916,,2922.741,5930,69,3.244463253,45.6,22.8,11.4,11.05543728
2520.122,6959,81,3.906626797,48.9,12.225,11.8,11.96393268,,2429.908,6604,82,3.876885254,57.9,9.65,11.2,13.71600048,,2440.719,6636,77,3.825516693,71.2,11.86666667,11.2,16.05087232,,2812.232,8091,66,3.744468399,61.8,7.725,11.3,12.30894084,,2614.548,6684,73,3.638538603,53.3,8.883333333,11.3,12.08374427,,2618.106,7626,91,4.310140672,89.1,14.85,10.9,20.50473447,,2613.734,7627,86,4.378149977,60.9,10.15,11.3,13.51772331,,2632.688,6922,82,4.03087057,44.8,11.2,11.4,10.38957696,,2592.597,7329,83,4.302078474,54.7,9.116666667,11.5,12.13626165,,2615.54,6796,47,3.887510339,50.6,12.65,11.4,6.9739956,,2941.242,5992,62,3.351170207,45.6,22.8,11.4,9.61755984
2539.436,7034,75,3.883193538,47,11.75,11.8,10.7115444,,2448.736,6680,76,4.036541321,57.9,9.65,11.2,12.20958144,,2461.075,6715,79,3.880919631,71,11.83333333,11.2,16.1870912,,2832.073,8166,75,3.780051409,64.6,8.075,11.4,14.61170604,,2634.326,6755,71,3.589847305,53.3,8.883333333,11.4,12.01750836,,2636.41,7705,79,4.315996503,87,14.5,10.9,17.3576832,,2634.555,7717,90,4.322558955,59.2,9.866666667,11.3,13.92841616,,2652.605,7003,81,4.066877542,45.1,11.275,11.5,10.32995205,,2613.259,7418,89,4.307424257,53.9,8.983333333,11.6,12.91870888,,2634.703,6871,75,3.913792204,50.6,12.65,11.4,11.05398492,,2964.066,6058,66,2.891692955,43.1,21.55,11.5,11.3127156
2558.281,7109,75,3.9798355,47,11.75,11.8,10.451437,,2469.939,6763,83,3.914540395,57.9,9.65,11.3,13.87248681,,2480.982,6793,78,3.918219722,71,11.83333333,11.2,15.8300464,,2851.583,8239,73,3.741670938,64.6,8.075,11.2,14.1158752,,2654.508,6828,73,3.617084531,53.3,8.883333333,11.4,12.26298684,,2657.376,7796,91,4.340360584,85.2,14.2,10.9,19.47070488,,2653.904,7800,83,4.289627371,59.2,9.866666667,11.3,12.94370704,,2673.091,7087,84,4.100361222,45.1,11.275,11.5,10.6250639,,2632.622,7499,81,4.183236069,53.9,8.983333333,11.6,12.10652212,,2663.789,6983,112,3.850649797,49.7,12.425,11.5,16.6241033,,2981.651,6124,66,3.753198749,43.1,21.55,11.5,8.71600525
2580.139,7196,87,3.980236069,47,11.75,11.8,12.1224468,,2488.604,6837,74,3.9646397,55.7,9.283333333,11.3,11.74793765,,2500.879,6868,75,3.769412474,71,11.83333333,11.2,15.8220944,,2871.364,8313,74,3.740963551,62,7.75,11.3,13.8585686,,2675.031,6902,74,3.605710666,53.3,8.883333333,11.4,12.47018526,,2677.177,7883,87,4.393717489,85.2,14.2,11.1,18.72620172,,2678.522,7906,106,4.30579251,59.8,9.966666667,11.3,16.63536732,,2692.383,7165,78,4.043126685,45.1,11.275,11.5,10.0057958,,2652.597,7585,86,4.305381727,53.9,8.983333333,11.6,12.489169,,2673.543,7022,39,3.998359647,49.7,12.425,11.5,5.5748987,,3002.183,6191,67,3.263198909,43.1,21.55,11.4,10.08819288
2599.491,7273,77,3.978916908,46.4,11.6,11.8,10.59560704,,2508.803,6917,80,3.960592109,55.6,9.266666667,11.4,12.80293416,,2520.914,6947,79,3.943099576,71,11.83333333,11.2,15.931832,,2890.894,8388,75,3.840245776,62,7.75,11.4,13.803804,,2695.137,6973,71,3.531284194,53.9,8.983333333,11.3,12.24596142,,2696.745,7969,86,4.394930499,83.4,13.9,11,17.9516832,,2694.012,7973,67,4.325371207,59.5,9.916666667,11.3,10.4147015,,2712.446,7248,83,4.136968549,43.2,10.8,11.5,9.9672984,,2673,7671,86,4.215066412,53.9,8.983333333,11.6,12.75677172,,2693.214,7100,78,3.965228001,49.2,12.3,11.6,11.22663312,,3021.107,6254,63,3.329105897,43,21.5,11.5,9.357918
2619.578,7352,79,3.93289192,46.4,11.6,11.8,10.99803424,,2528.901,6998,81,4.030251766,55.6,9.266666667,11.3,12.62717144,,2540.939,7025,78,3.895131086,69.6,11.6,11.2,15.609888,,2911.801,8466,78,3.730807863,62,7.75,11.4,14.7770676,,2718.541,7057,84,3.589130063,53.9,8.983333333,11.3,14.25467428,,2717.092,8059,90,4.4232565,83.4,13.9,11.2,19.00572576,,2713.756,8060,87,4.406401945,59.5,9.916666667,11.3,13.2748784,,2732.627,7331,83,4.112779347,43.2,10.8,11.4,9.93873888,,2692.616,7754,83,4.231239804,51.8,8.633333333,11.7,11.88847296,,2714.422,7184,84,3.960769521,49.2,12.3,11.6,12.10382976,,3041.193,6321,67,3.335656676,43,21.5,11.5,9.932527
