4 CIM,,,,,,,,,6 CIM,,,,,,,,,4 CIM + 2 MINI,,,,,,,,,8 775PRO 80%,,,,,,,,,6 775PRO 80%,,,,,,,,,6 775PRO 100%,,,,,,,,,6 MINICIM,,,,,,,,,4 MINICIM,,,,,,,,,4 MINI + 2 CIM,,,,,,,,,2 MINI + 2 CIM,,,,,,,,,2 CIM,,,,,,,
MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULE,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES,,MSEC,ICOUNT,COUNT DELTA,COUNT/MSEC,TOTAL AMP,AVG AMP,VOLT,JOULES
2640.151,7435,83,4.034414038,46.4,11.6,11.8,11.26412896,,2548.631,7076,78,3.953370502,55.6,9.266666667,11.3,12.3959644,,2560.982,7100,75,3.741954797,69.6,11.6,11.2,15.62391936,,2931.29,8542,76,3.899635692,62,7.75,11.2,13.5331616,,2734.515,7116,59,3.693501941,54.2,9.033333333,11.2,9.69685696,,2736.764,8144,85,4.320862139,83.4,13.9,11.2,18.37522176,,2733.642,8147,87,4.374937142,59.5,9.916666667,11.3,13.3703521,,2751.799,7411,80,4.17275193,43.2,10.8,11.5,9.5246496,,2714.621,7848,94,4.271756419,51.8,8.633333333,11.6,13.2223644,,2733.913,7261,77,3.950541275,48.4,12.1,11.6,10.94302704,,3061.135,6386,65,3.259452412,43,21.5,11.4,9.7755684
2659.656,7512,77,3.947705716,46.4,11.6,11.8,10.6793776,,2569.414,7157,81,3.897416157,54.2,9.033333333,11.4,12.84140004,,2581.252,7181,81,3.996053281,69.3,11.55,11.2,15.7327632,,2951.092,8617,75,3.787496213,62.2,7.775,11.6,14.28753904,,2754.941,7190,74,3.622833643,54.2,9.033333333,11.2,12.39939904,,2757.89,8236,92,4.35482344,83.4,13.9,11.2,19.73337408,,2754.146,8235,88,4.291845494,58.1,9.683333333,11.3,13.46149112,,2778.109,7519,108,4.104903079,43.3,10.825,11.5,13.1010645,,2732.858,7926,78,4.277019247,51.5,8.583333333,11.5,10.80086325,,2754.47,7342,81,3.940263657,48.1,12.025,11.5,11.37110455,,3080.79,6450,64,3.256168914,43,21.5,11.4,9.634881
2679.232,7591,79,4.035553739,46,11.5,11.8,10.6258528,,2589.33,7237,80,4.016870858,54.2,9.033333333,11.4,12.30569808,,2600.761,7258,77,3.946896304,69.3,11.55,11.2,15.14210544,,2971.228,8694,77,3.823996822,62.2,7.775,11.3,14.15278896,,2774.658,7263,73,3.702388802,54.2,9.033333333,11.4,12.18273996,,2776.658,8318,82,4.36913896,83.5,13.91666667,10.9,17.0816952,,2773.575,8321,86,4.426372948,58.1,9.683333333,11.4,12.86860386,,2792.827,7579,60,4.076640848,43.3,10.825,11.5,7.3288281,,2753.313,8012,86,4.204351014,51.5,8.583333333,11.6,12.219817,,2773.445,7417,75,3.95256917,48.1,12.025,11.5,10.49602125,,3100.977,6517,67,3.318967652,42.2,21.1,11.4,9.71156196
2699.595,7673,82,4.026911555,46,11.5,11.8,11.0530364,,2609.115,7317,80,4.043467273,54.2,9.033333333,11.2,12.0102864,,2620.441,7336,78,3.963414634,69.3,11.55,11.2,15.2748288,,2992.037,8772,78,3.748378106,61.1,7.6375,11.4,14.49430086,,2795.332,7338,75,3.627744994,54.2,9.033333333,11.4,12.77405112,,2797.55,8410,92,4.403599464,83.5,13.91666667,11.1,19.3637502,,2793.857,8411,90,4.437432206,58.1,9.683333333,11.4,13.43357988,,2812.452,7660,81,4.127388535,43.3,10.825,11.5,9.77226875,,2772.933,8096,84,4.281345566,51.5,8.583333333,11.6,11.720988,,2794.228,7497,80,3.849299909,48.1,12.025,11.6,11.59608268,,3120.934,6582,65,3.257002555,42.2,21.1,11.4,9.60091356
2719.164,7753,80,4.088098523,45.6,11.4,11.8,10.52968752,,2629.311,7398,81,4.010695187,53.5,8.916666667,11.3,12.2094918,,2640.815,7415,79,3.87749092,69.3,11.55,11.2,15.81348384,,3011.342,8845,73,3.781403781,61.1,7.6375,11.4,13.4467047,,2815.311,7410,72,3.603783973,50.9,8.483333333,11.3,11.49132143,,2818.351,8502,92,4.422864285,81.5,13.58333333,11.2,18.9871528,,2814.22,8499,88,4.32156362,58.1,9.683333333,11.4,13.48722942,,2832.444,7741,81,4.051620648,42.6,10.65,11.5,9.7940808,,2792.96,8181,85,4.244270235,51.5,8.583333333,11.6,11.9641298,,2813.279,7575,78,4.094273266,47.1,11.775,11.6,10.40870436,,3141.285,6649,67,3.292221512,41,20.5,11.6,9.6789356
2740.384,7838,85,4.005655042,45.6,11.4,11.8,11.4180576,,2649.548,7478,80,3.953155112,53.5,8.916666667,11.2,12.1260104,,2661.068,7495,80,3.950032094,69.2,11.53333333,11.2,15.69688512,,3030.97,8921,76,3.872019564,61.1,7.6375,11.3,13.55176004,,2835.124,7482,72,3.633977691,50.9,8.483333333,11.4,11.49669138,,2838.403,8592,90,4.488330341,81.5,13.58333333,11,17.976618,,2834.146,8586,87,4.366154773,55.9,9.316666667,11.3,12.58665642,,2851.996,7822,81,4.142798691,42.6,10.65,11.6,9.66181632,,2813.071,8267,86,4.27626672,52.8,8.8,11.6,12.31758528,,2832.921,7652,77,3.920171062,47.1,11.775,11.6,10.73160312,,3161.653,6717,68,3.338570306,41,20.5,11.6,9.6870208
2758.289,7909,71,3.965372801,45.6,11.4,11.8,9.6343224,,2669.171,7557,79,4.025887989,53.5,8.916666667,11.4,11.9680677,,2680.886,7573,78,3.935815925,69.2,11.53333333,11.2,15.35974272,,3051.597,8998,77,3.732971348,61.1,7.6375,11.4,14.36753058,,2854.669,7554,72,3.6838066,52.6,8.766666667,11.4,11.7199638,,2858.224,8678,86,4.338832551,81.5,13.58333333,11,17.7695265,,2853.917,8674,88,4.450963532,55.9,9.316666667,11.4,12.59926746,,2873.696,7913,91,4.193548387,42.6,10.65,11.6,10.723272,,2832.556,8351,84,4.311008468,52.8,8.8,11.7,12.0370536,,2853.324,7731,79,3.871979611,47.1,11.775,11.6,11.14738308,,3181.855,6784,67,3.316503317,41,20.5,11.6,9.6080712
2781.848,8005,96,4.074875844,45.6,11.4,11.8,12.67662672,,2693.128,7654,97,4.048920983,52.3,8.716666667,11.4,14.28364254,,2701.131,7651,78,3.852803161,68.6,11.43333333,11.2,15.5546384,,3071.703,9076,78,3.879438973,62.6,7.825,11.2,14.09671872,,2875.503,7630,76,3.647883268,52.6,8.766666667,11.4,12.49289976,,2884.824,8796,118,4.436090226,81.5,13.58333333,11.1,24.06369,,2875.311,8767,93,4.347013181,55.4,9.233333333,11.4,13.51159464,,2908.477,8048,135,3.881429516,40.7,10.175,11.6,16.42080572,,2855.548,8447,96,4.175365344,52.3,8.716666667,11.6,13.94878656,,2873.838,7814,83,4.046017354,47.3,11.825,11.6,11.25562152,,3212.609,6878,94,3.056512974,40,20,11.6,14.269856
2802.344,8087,82,4.00078064,44.4,11.1,11.8,10.73826432,,2709.106,7719,65,4.068093629,52.3,8.716666667,11.4,9.52640316,,2720.798,7729,78,3.966034474,68.6,11.43333333,11.2,15.11054944,,3091.94,9152,76,3.755497356,62.6,7.825,11.4,14.44193268,,2893.995,7698,68,3.677265845,52.6,8.766666667,11.3,10.99127496,,2900.674,8866,70,4.416403785,75.7,12.61666667,11.4,13.678233,,2894.226,8851,84,4.440919905,55.4,9.233333333,11.4,11.9459574,,2914.023,8080,32,5.76992427,40.7,10.175,11.6,2.61837752,,2873.285,8525,78,4.397586965,52.3,8.716666667,11.6,10.76068316,,2895.269,7899,85,3.966217162,47.3,11.825,11.6,11.75876108,,3367.197,7413,535,3.460811965,39.4,19.7,11.5,70.0438228
2820.909,8161,74,3.985995152,44.4,11.1,11.8,9.7265748,,2728.751,7797,78,3.970475948,52.3,8.716666667,11.4,11.7127419,,2741.249,7810,81,3.960686519,68.6,11.43333333,11.2,15.71291232,,3111.567,9226,74,3.770316401,62.6,7.825,11.4,14.00661228,,2914.127,7772,74,3.675740115,52.6,8.766666667,11.4,12.07195248,,2920.697,8953,87,4.345003246,75.7,12.61666667,11.3,17.12787443,,2914.093,8939,88,4.429455882,55.4,9.233333333,11.4,12.54720252,,2932.541,8157,77,4.158116427,40.7,10.175,11.6,8.74271816,,2893.902,8614,89,4.31682592,52.3,8.716666667,11.6,12.50792156,,2913.802,7971,72,3.88496196,47.3,11.825,11.6,10.16868644,,3392.642,7495,82,3.22263706,38.9,19.45,11.6,11.4818018
2838.575,8233,72,4.075625495,42.9,10.725,11.8,8.94288252,,2748.923,7878,81,4.015466984,50.2,8.366666667,11.4,11.54403216,,2760.674,7886,76,3.912483912,68.6,11.43333333,11.2,14.924616,,3131.793,9302,76,3.7575398,61.3,7.6625,11.5,14.2583187,,2934.158,7845,73,3.644351256,51,8.5,11.2,11.4417072,,2939.125,9036,83,4.504015628,76.4,12.73333333,11.2,15.76847104,,2934.177,9028,89,4.43138817,55.4,9.233333333,11.4,12.68425104,,2952.226,8239,82,4.165608331,39.9,9.975,11.6,9.1110054,,2914.252,8700,86,4.226044226,52.3,8.716666667,11.5,12.2395075,,2933.356,8050,79,4.040094098,47.3,11.825,11.6,10.72888872,,3421.456,7595,100,3.470535157,39.8,19.9,11.5,13.1881678
2858.557,8313,80,4.003603243,42.9,10.725,11.9,10.20101082,,2769.074,7959,81,4.01965163,50.2,8.366666667,11.4,11.53201428,,2781.368,7966,80,3.865854837,67.6,11.26666667,11.3,15.80773272,,3151.175,9378,76,3.921163967,61.3,7.6625,11.4,13.54452924,,2954.745,7919,74,3.594501384,51,8.5,11.2,11.7592944,,2957.386,9117,81,4.435682602,76.4,12.73333333,11.2,15.62557248,,2953.843,9114,86,4.373029594,54.4,9.066666667,11.4,12.19606656,,2972.495,8325,86,4.242932557,39.9,9.975,11.6,9.38130396,,2932.48,8780,80,4.388852315,51.6,8.6,11.6,10.91055168,,2953.27,8129,79,3.967058351,46.2,11.55,11.6,10.67231088,,3439.035,7654,59,3.356277376,39.8,19.9,11.5,8.0459083
2878.656,8395,82,4.079804965,42.9,10.725,11.8,10.17451578,,2789.713,8040,81,3.92460875,50.2,8.366666667,11.4,11.81128692,,2801.247,8045,79,3.97404296,67.6,11.26666667,11.3,15.18517052,,3171.091,9455,77,3.8662382,61.3,7.6625,11.4,13.91769912,,2978.738,8007,88,3.667736423,51,8.5,11.4,13.9495302,,2977.508,9206,89,4.423019581,76.1,12.68333333,11.2,17.15038304,,2975.425,9208,94,4.35548142,54.4,9.066666667,11.4,13.38429312,,2993.953,8414,89,4.147637245,39.9,9.975,11.6,9.93162072,,2952.773,8867,87,4.287192628,51.6,8.6,11.7,12.25128996,,2973.753,8210,81,3.954498853,46.2,11.55,11.6,10.97724936,,3458.822,7720,66,3.335523323,40,20,11.5,9.10202
2899.041,8479,84,4.120676968,42.9,10.725,11.9,10.40674635,,2808.983,8119,79,4.099636741,50.2,8.366666667,11.4,11.0278356,,2821.297,8125,80,3.990024938,67.6,11.26666667,11.2,15.180256,,3192.097,9536,81,3.856041131,60.1,7.5125,11.4,14.39205084,,2994.348,8065,58,3.715566944,51,8.5,11.3,8.996043,,2997.308,9295,89,4.494949495,76.1,12.68333333,11.1,16.725258,,2994.221,9291,83,4.415833156,54.1,9.016666667,11.4,11.59224504,,3012.67,8493,79,4.220761874,39.9,9.975,11.6,8.66297628,,2973.145,8955,88,4.319654428,51.6,8.6,11.7,12.29898384,,2993.359,8288,78,3.978373967,46,11.5,11.6,10.4617616,,3483.005,7806,86,3.556217177,40,20,11.6,11.220912
2919.509,8561,82,4.006253664,42.5,10.625,11.9,10.351691,,2829.134,8202,83,4.118902288,50.5,8.416666667,11.4,11.6009307,,2841.251,8204,79,3.959105944,66.6,11.1,11.2,14.88408768,,3211.654,9609,73,3.732678836,60.1,7.5125,11.4,13.39928298,,3014.511,8139,74,3.670088776,52.8,8.8,11.3,12.03005232,,3016.675,9383,88,4.543811638,76.8,12.8,11.1,16.50998016,,3014.018,9379,88,4.445117947,54,9,11.4,12.1870332,,3033.481,8581,88,4.228532987,39.2,9.8,11.6,9.46317792,,2992.978,9039,84,4.2353653,51.6,8.6,11.6,11.87124048,,3013.51,8370,82,4.069276959,46,11.5,11.6,10.7525736,,3501.775,7869,63,3.356419819,40,20,11.5,8.6342
2939.059,8641,80,4.092071611,42.5,10.625,11.8,9.804325,,2851.712,8293,91,4.030472141,50.5,8.416666667,11.4,12.9981546,,2861.596,8284,80,3.932170066,66.6,11.1,11.3,15.3112401,,3232.913,9688,79,3.716073193,60.1,7.5125,11.4,14.56539126,,3034.551,8211,72,3.592814371,52.8,8.8,11.4,12.0624768,,3041.173,9492,109,4.449342803,76.8,12.8,11.1,20.88405504,,3034.072,9467,88,4.38815199,54,9,11.4,12.3452424,,3051.662,8658,77,4.235190584,39.2,9.8,11.6,8.26726432,,3015.978,9140,101,4.391304348,48.6,8.1,11.6,12.96648,,3033.954,8452,82,4.01095676,46,11.5,11.6,10.9089184,,3522.132,7941,72,3.536866925,40,20,11.5,9.36422
2958.895,8724,83,4.184311353,42.5,10.625,11.8,9.947754,,2869.048,8363,70,4.037840332,50,8.333333333,11.4,9.88152,,2881.216,8362,78,3.975535168,66.6,11.1,11.3,14.7656196,,3315.168,10007,319,3.878183697,56.6,7.075,11.4,53.0742162,,3054.601,8285,74,3.690773067,53,8.833333333,11.4,12.11421,,3056.268,9560,68,4.504802915,76.8,12.8,11.1,12.8681856,,3055.127,9560,93,4.417003087,54,9,11.4,12.961458,,3074.552,8754,96,4.193971166,37.9,9.475,11.6,10.0633596,,3032.706,9213,73,4.363940698,48.6,8.1,11.6,9.43057728,,3054.074,8531,79,3.926441352,46,11.5,11.6,10.736032,,3541.959,8007,66,3.328794069,39.9,19.95,11.5,9.09761895
2979.861,8807,83,3.958790423,42.5,10.625,11.9,10.6035545,,2889.868,8446,83,3.986551393,49.7,8.283333333,11.4,11.7961956,,2901.221,8442,80,3.99900025,64.3,10.71666667,11.3,14.53543295,,3331.236,10069,62,3.858600946,57.6,7.2,11.4,10.55089152,,3081.123,8383,98,3.695045623,53,8.833333333,11.2,15.7434592,,3078.725,9662,102,4.542013626,76.8,12.8,11.1,19.14414336,,3076.528,9652,92,4.298864539,54,9,11.4,13.1744556,,3094.266,8832,78,3.956579081,37.6,9.4,11.6,8.59845824,,3053.853,9304,91,4.303210857,47.9,7.983333333,11.7,11.85141321,,3074.135,8614,83,4.137380988,45.9,11.475,11.5,10.58919885,,3561.878,8076,69,3.464029319,39.9,19.95,11.5,9.13983315
2999.122,8887,80,4.153470744,41.5,10.375,11.8,9.4321117,,2908.581,8523,77,4.114786512,49.7,8.283333333,11.5,10.69541515,,2920.903,8521,79,4.013819734,64.3,10.71666667,11.3,14.30074438,,3350.5,10143,74,3.841362126,57.6,7.2,11.4,12.64951296,,3094.952,8433,50,3.615590426,53,8.833333333,11.2,8.2088944,,3096.798,9744,82,4.537154872,77.5,12.91666667,11.2,15.687364,,3155.22,10013,361,4.587505718,50.6,8.433333333,11.4,45.39269328,,3172.261,9169,337,4.320789794,35.8,8.95,11.7,32.6689857,,3073.735,9391,87,4.375817322,47.9,7.983333333,11.7,11.14246926,,3093.507,8690,76,3.923188107,45.9,11.475,11.6,10.31442768,,3581.578,8143,67,3.401015228,39.9,19.95,11.5,9.039345
3019.411,8970,83,4.090886687,41.5,10.375,11.9,10.01972265,,2928.791,8605,82,4.057397328,49.7,8.283333333,11.4,11.4505818,,2946.71,8622,101,3.913666835,64.3,10.71666667,11.2,18.58516912,,3371.281,10223,80,3.849670372,57.6,7.2,11.4,13.64563584,,3116.394,8511,78,3.637720362,53,8.833333333,11.4,12.9552564,,3118.417,9836,92,4.255515981,77.5,12.91666667,11.2,18.765292,,3174.107,10098,85,4.500450045,50.6,8.433333333,11.4,10.89477708,,3192.504,9255,86,4.248382157,35.8,8.95,11.7,8.47898298,,3093.96,9478,87,4.301606922,47.9,7.983333333,11.6,11.237819,,3118.336,8790,100,4.027548431,44.4,11.1,11.6,12.78792816,,3602.26,8214,71,3.432936853,39.1,19.55,11.6,9.38052792
3038.495,9046,76,3.982393628,40.6,10.15,11.9,9.22024376,,2954.061,8706,101,3.996834191,49.3,8.216666667,11.4,14.2022454,,2962.922,8687,65,4.009375771,64,10.66666667,11.3,11.7245184,,3390.483,10297,74,3.853765233,59.4,7.425,11.4,13.00282632,,3197.278,8811,300,3.70901538,51,8.5,11.4,47.0259576,,3197.732,10200,364,4.589295846,73.5,12.25,11.1,64.70914275,,3193.756,10187,89,4.529492595,51,8.5,11.4,11.4239286,,3211.889,9337,82,4.2300748,35.8,8.95,11.7,8.1196011,,3117.224,9574,96,4.126547455,47.9,7.983333333,11.6,12.92640896,,3194.225,9100,310,4.084913492,44.3,11.075,11.7,39.33402759,,3620.967,8283,69,3.688458866,39.1,19.55,11.6,8.48474692
3058.025,9128,82,4.198668715,40.6,10.15,11.9,9.4357242,,2969.08,8765,59,3.928357414,49.3,8.216666667,11.4,8.44097838,,2981.193,8759,72,3.940671009,64.2,10.7,11.2,13.13757984,,3410.581,10374,77,3.831226988,59.4,7.425,11.6,13.84832592,,3214.917,8876,65,3.685016157,51,8.5,11.3,10.1653557,,3217.718,10290,90,4.503152207,74.4,12.4,11.2,16.65393408,,3219.728,10302,115,4.427845372,49.8,8.3,11.4,14.74482384,,3232.537,9425,88,4.261913987,36.5,9.125,11.7,8.8177284,,3196.374,9925,351,4.434617814,47.4,7.9,11.6,43.519836,,3215.637,9186,86,4.01643938,44.3,11.075,11.6,11.00319856,,3641.933,8355,72,3.434131451,39.1,19.55,11.6,9.50933896
3079.173,9213,85,4.019292605,40.6,10.15,11.9,10.21744472,,2988.904,8845,80,4.03551251,49.3,8.216666667,11.4,11.14148448,,3001.147,8838,79,3.959105944,64.2,10.7,11.2,14.34772416,,3432.992,10459,85,3.792780331,59.4,7.425,11.4,15.17583276,,3236.105,8955,79,3.728525581,51,8.5,11.4,12.3187032,,3236.651,10376,86,4.542333492,74.4,12.4,11.2,15.77649024,,3233.445,10365,63,4.592841,49.8,8.3,11.4,7.78741524,,3252.054,9508,83,4.252702772,36.5,9.125,11.7,8.33473485,,3221.221,10033,108,4.346601199,47.4,7.9,11.8,13.89742404,,3233.742,9260,74,4.08726871,44.3,11.075,11.6,9.3037974,,3660.943,8423,68,3.577064703,37.4,18.7,11.6,8.2472984
3098.154,9291,78,4.10937253,40.6,10.15,11.8,9.09341748,,3008.69,8927,82,4.144344486,49.3,8.216666667,11.4,11.12012772,,3021.141,8918,80,4.00120036,64.2,10.7,11.3,14.50484724,,3450.534,10527,68,3.8764109,56.7,7.0875,11.4,11.33879796,,3254.454,9025,70,3.814921794,50.9,8.483333333,11.4,10.64719074,,3256.937,10467,91,4.485852312,74.4,12.4,11.1,16.75299024,,3253.931,10458,93,4.539685639,52.7,8.783333333,11.4,12.30757908,,3272.542,9598,90,4.392815307,34.9,8.725,11.7,8.36586504,,3233.554,10087,54,4.378496716,47.4,7.9,11.6,6.78117672,,3253.272,9341,81,4.147465438,43.8,10.95,11.6,9.9228024,,3681.988,8495,72,3.4212402,37.4,18.7,11.6,9.1301628
3118.881,9376,85,4.100931153,41.3,10.325,11.9,10.18669869,,3028.905,9009,82,4.056393767,50.6,8.433333333,11.4,11.6608206,,3040.982,8997,79,3.98165415,65,10.83333333,11.2,14.444248,,3470.768,10604,77,3.805475932,56.7,7.0875,11.4,13.07885292,,3275.015,9102,77,3.744954039,50.9,8.483333333,11.4,11.93072586,,3276.514,10556,89,4.546151096,77.5,12.91666667,11.3,17.14455775,,3274.742,10551,93,4.468790543,50.9,8.483333333,11.4,12.07579086,,3292.577,9682,84,4.19266284,34.9,8.725,11.7,8.18089155,,3255.958,10181,94,4.195679343,44.1,7.35,11.7,11.55979188,,3273.829,9424,83,4.037554118,43,10.75,11.6,10.2538316,,3701.961,8565,70,3.504731387,37.4,18.7,11.6,8.66508632
3139.966,9464,88,4.173583116,41.3,10.325,11.9,10.36264495,,3048.877,9090,81,4.055677949,50.6,8.433333333,11.5,11.6217068,,3062.019,9080,83,3.945429481,65,10.83333333,11.3,15.4516765,,3490.836,10679,75,3.737293203,56.7,7.0875,11.4,12.97155384,,3294.284,9172,70,3.632778037,50.9,8.483333333,11.4,11.18102994,,3296.183,10645,89,4.524886878,77.5,12.91666667,11.1,16.92025725,,3295.886,10644,93,4.398410897,50.9,8.483333333,11.5,12.3766404,,3312.087,9767,85,4.356740133,34.9,8.725,11.7,7.9665183,,3273.336,10259,78,4.488433652,44.1,7.35,11.7,8.96652666,,3293.958,9507,83,4.123404044,43,10.75,11.7,10.1268999,,3723.076,8639,74,3.50461757,37.4,18.7,11.6,9.1605316
3158.937,9541,77,4.05882663,41.3,10.325,11.9,9.32367737,,3069.306,9172,82,4.013901806,49.8,8.3,11.4,11.59795188,,3081.075,9157,77,4.040722082,65,10.83333333,11.2,13.872768,,3510.887,10756,77,3.840207471,56.7,7.0875,11.4,12.96056538,,3314.151,9247,75,3.775104445,45.7,7.616666667,11.4,10.35030966,,3316.031,10736,91,4.584844821,77.5,12.91666667,11.2,17.228064,,3313.607,10725,81,4.570848146,50.9,8.483333333,11.5,10.37298735,,3332.455,9855,88,4.320502749,34.9,8.725,11.7,8.31686544,,3292.671,10345,86,4.447892423,44.1,7.35,11.7,9.97627995,,3314.13,9591,84,4.164187983,42.2,10.55,11.6,9.87459744,,3741.561,8705,66,3.570462537,37.4,18.7,11.6,8.0195324
3179.618,9625,84,4.061699144,40.4,10.1,11.9,9.94259756,,3089.032,9253,81,4.106255703,49.8,8.3,11.4,11.19884472,,3106.201,9258,101,4.019740508,64.8,10.8,11.2,18.23544576,,3532.744,10842,86,3.93466624,59.9,7.4875,11.4,14.92527102,,3334.456,9324,77,3.792169416,45.7,7.616666667,11.5,10.67129275,,3337.641,10834,98,4.534937529,77.5,12.91666667,11.2,18.75748,,3335.844,10826,101,4.541979584,51.1,8.516666667,11.4,12.95394198,,3352.179,9940,85,4.309470696,34.4,8.6,11.8,8.00636608,,3312.718,10432,87,4.339801467,45,7.5,11.7,10.5547455,,3334.086,9670,79,3.95870916,42.2,10.55,11.6,9.76886112,,3762.131,8777,72,3.500243072,37.4,18.7,11.6,8.9240888
3199.107,9706,81,4.156190672,40.4,10.1,11.8,9.29079608,,3109.383,9335,82,4.02928603,49.8,8.3,11.5,11.6550177,,3121.099,9318,60,4.027386226,64.8,10.8,11.2,10.81237248,,3550.429,10910,68,3.84506644,59.9,7.4875,11.4,12.0763791,,3356.015,9404,80,3.710747252,45.7,7.616666667,11.4,11.23180782,,3356.286,10918,84,4.505229284,77.5,12.91666667,11.2,16.18386,,3353.951,10908,82,4.528635334,51.1,8.516666667,11.5,10.64057855,,3373.063,10030,90,4.309519249,34.4,8.6,11.7,8.40539232,,3333.17,10522,90,4.400547624,45,7.5,11.6,10.675944,,3353.231,9751,81,4.230869679,42.2,10.55,11.7,9.4526523,,3781.238,8844,67,3.506568273,37.4,18.7,11.6,8.28938088
3218.767,9787,81,4.120040692,40.4,10.1,11.9,9.4517416,,3128.828,9415,80,4.114168167,49.8,8.3,11.4,11.0393154,,3140.866,9397,79,3.996559923,64.8,10.8,11.4,14.60227824,,3570.707,10988,78,3.846533189,58.2,7.275,11.4,13.45404744,,3374.453,9471,67,3.633799761,45.7,7.616666667,11.4,9.60582924,,3376.98,11010,92,4.445733063,81.2,13.53333333,11.3,18.98798664,,3375.387,11003,95,4.431796977,51.1,8.516666667,11.4,12.48732744,,3393.075,10118,88,4.397361583,34.2,8.55,11.7,8.00760168,,3353.204,10609,87,4.34261755,45,7.5,11.7,10.547901,,3376.599,9848,97,4.150975693,42.2,10.55,11.7,11.53771632,,3800.844,8913,69,3.519330817,37.2,18.6,11.6,8.46038112
3239.61,9874,87,4.174063235,39.8,9.95,11.9,9.87166166,,3148.706,9496,81,4.074856625,48.5,8.083333333,11.4,10.9905462,,3161.12,9480,83,4.097955959,64.5,10.75,11.4,14.8927662,,3590.914,11065,77,3.810560697,58.2,7.275,11.4,13.40694036,,3394.213,9546,75,3.795546559,46.3,7.716666667,11.4,10.4297232,,3397.879,11105,95,4.545672042,81.2,13.53333333,11,18.6669868,,3395.041,11092,89,4.528340287,49.7,8.283333333,11.4,11.13556332,,3412.537,10199,81,4.161956633,34.6,8.65,11.7,7.87860684,,3373.209,10695,86,4.298925269,45,7.5,11.7,10.5326325,,3393.879,9916,68,3.935185185,42.1,10.525,11.7,8.5116096,,3821.045,8985,72,3.564179991,37.2,18.6,11.6,8.71713552
3258.91,9953,79,4.093264249,39.8,9.95,11.9,9.140866,,3169.53,9580,84,4.033807146,48.5,8.083333333,11.4,11.5135896,,3181.283,9561,81,4.017259336,64.5,10.75,11.4,14.8258539,,3612.486,11146,81,3.754867421,58.2,7.275,11.3,14.18704152,,3414.095,9621,75,3.772256312,46.3,7.716666667,11.4,10.49411724,,3416.581,11189,84,4.491498235,81.2,13.53333333,11,16.7046264,,3414.224,11182,90,4.691654069,49.7,8.283333333,11.4,10.86870414,,3432.226,10285,86,4.367921174,34.6,8.65,11.7,7.97050098,,3392.73,10782,87,4.456738897,46.7,7.783333333,11.7,10.66607919,,3414.207,10002,86,4.230617867,42.1,10.525,11.7,10.01296296,,3842.192,9060,75,3.546602355,35.9,17.95,11.7,8.88237441
3278.744,10035,82,4.134314813,39.8,9.95,11.9,9.39377908,,3189.355,9660,80,4.035308953,48.6,8.1,11.4,10.983843,,3203,9648,87,4.006078188,64.5,10.75,11.3,15.82843545,,3631.537,11218,72,3.779329169,58.2,7.275,11.4,12.63995748,,3434.054,9695,74,3.707600581,47,7.833333333,11.5,10.7878395,,3436.804,11283,94,4.648172872,77.8,12.96666667,11.2,17.62151328,,3439.184,11293,111,4.447115385,49.7,8.283333333,11.6,14.3899392,,3452.092,10375,90,4.530353368,34.6,8.65,11.7,8.04215412,,3412.611,10871,89,4.476635984,46.7,7.783333333,11.6,10.76993532,,3433.336,10079,77,4.025301898,42.1,10.525,11.7,9.42237153,,3861.651,9127,67,3.443136852,35.9,17.95,11.6,8.10350596
