MSEC,ICOUNT,"COUNT DELTA",COUNT/MSEC,"TOTAL AMP","AVG AMP",VOLT,JOULES
2412.164,6044,72,3.912830824,47.3,11.825,11.4,9.92218722
2432.048,6124,80,4.023335345,47.3,11.825,11.4,10.72185048
2452.103,6202,78,3.889304413,46.2,11.55,11.4,10.5625674
2472.42,6282,80,3.937589211,46.2,11.55,11.4,10.70055756
2492.426,6362,80,3.99880036,46.2,11.55,11.4,10.53676008
2512.001,6440,78,3.98467433,45.3,11.325,11.4,10.1089215
2532.474,6521,81,3.956430421,44.4,11.1,11.5,10.4535138
2553.025,6603,82,3.990073476,44.4,11.1,11.4,10.40209416
2573.917,6686,83,3.97281256,44.8,11.2,11.4,10.66996224
2596.452,6777,91,4.038162858,44.8,11.2,11.4,11.5090752
2612.345,6840,63,3.964009312,44.8,11.2,11.4,8.11687296
2632.688,6922,82,4.03087057,44.8,11.2,11.4,10.38957696
2652.605,7003,81,4.066877542,45.1,11.275,11.5,10.32995205
2673.091,7087,84,4.100361222,45.1,11.275,11.5,10.6250639
2692.383,7165,78,4.043126685,45.1,11.275,11.5,10.0057958
2712.446,7248,83,4.136968549,43.2,10.8,11.5,9.9672984
2732.627,7331,83,4.112779347,43.2,10.8,11.4,9.93873888
2751.799,7411,80,4.17275193,43.2,10.8,11.5,9.5246496
2778.109,7519,108,4.104903079,43.3,10.825,11.5,13.1010645
2792.827,7579,60,4.076640848,43.3,10.825,11.5,7.3288281
2812.452,7660,81,4.127388535,43.3,10.825,11.5,9.77226875
2832.444,7741,81,4.051620648,42.6,10.65,11.5,9.7940808
2851.996,7822,81,4.142798691,42.6,10.65,11.6,9.66181632
2873.696,7913,91,4.193548387,42.6,10.65,11.6,10.723272
2908.477,8048,135,3.881429516,40.7,10.175,11.6,16.42080572
2914.023,8080,32,5.76992427,40.7,10.175,11.6,2.61837752
2932.541,8157,77,4.158116427,40.7,10.175,11.6,8.74271816
2952.226,8239,82,4.165608331,39.9,9.975,11.6,9.1110054
2972.495,8325,86,4.242932557,39.9,9.975,11.6,9.38130396
2993.953,8414,89,4.147637245,39.9,9.975,11.6,9.93162072
3012.67,8493,79,4.220761874,39.9,9.975,11.6,8.66297628
3033.481,8581,88,4.228532987,39.2,9.8,11.6,9.46317792
3051.662,8658,77,4.235190584,39.2,9.8,11.6,8.26726432
3074.552,8754,96,4.193971166,37.9,9.475,11.6,10.0633596
3094.266,8832,78,3.956579081,37.6,9.4,11.6,8.59845824
3172.261,9169,337,4.320789794,35.8,8.95,11.7,32.6689857
3192.504,9255,86,4.248382157,35.8,8.95,11.7,8.47898298
3211.889,9337,82,4.2300748,35.8,8.95,11.7,8.1196011
3232.537,9425,88,4.261913987,36.5,9.125,11.7,8.8177284
3252.054,9508,83,4.252702772,36.5,9.125,11.7,8.33473485
3272.542,9598,90,4.392815307,34.9,8.725,11.7,8.36586504
3292.577,9682,84,4.19266284,34.9,8.725,11.7,8.18089155
3312.087,9767,85,4.356740133,34.9,8.725,11.7,7.9665183
3332.455,9855,88,4.320502749,34.9,8.725,11.7,8.31686544
3352.179,9940,85,4.309470696,34.4,8.6,11.8,8.00636608
3373.063,10030,90,4.309519249,34.4,8.6,11.7,8.40539232
3393.075,10118,88,4.397361583,34.2,8.55,11.7,8.00760168
3412.537,10199,81,4.161956633,34.6,8.65,11.7,7.87860684
3432.226,10285,86,4.367921174,34.6,8.65,11.7,7.97050098
3452.092,10375,90,4.530353368,34.6,8.65,11.7,8.04215412
3474.896,10473,98,4.297491668,33.7,8.425,11.8,9.06823864
3525.228,10682,209,4.152427879,34.2,8.55,11.8,20.31198192
3530.021,10713,31,6.467765491,34.2,8.55,11.8,1.93426308
3574.565,10908,195,4.377693966,34.2,8.55,11.7,17.82383616
3594.041,10992,84,4.313000616,34.3,8.575,11.7,7.81591356
3611.854,11070,78,4.378824454,34.6,8.65,11.7,7.21105866
3632.146,11159,89,4.385964912,34.6,8.65,11.7,8.21460744
3652.111,11245,86,4.307538192,34.6,8.65,11.7,8.0822313
3672.698,11336,91,4.420265216,34.7,8.675,11.7,8.35811613
3692.684,11423,87,4.353047133,34.7,8.675,11.7,8.11411614
3712.742,11512,89,4.437132316,34.7,8.675,11.7,8.14334742
3732.558,11601,89,4.491320145,33.9,8.475,11.7,7.85962008
3752.409,11687,86,4.332275452,33.9,8.475,11.7,7.87350213
3772.946,11779,92,4.479719531,33.9,8.475,11.7,8.14559031
3792.72,11866,87,4.3997168,33.9,8.475,11.7,7.84296162
3813.1,11955,89,4.367026497,33.5,8.375,11.8,8.056214
3832.98,12045,90,4.527162978,33.5,8.375,11.7,7.791966
3851.677,12129,84,4.492699364,32.1,8.025,11.8,7.08204966
3872.416,12219,90,4.339649935,32.1,8.025,11.8,7.85551842
3893.138,12311,92,4.439725895,32.1,8.025,11.8,7.84907916
